        PRECOS DE INSUMOS - BANCO NACIONAL,,,,
,,,,
MES DE COLETA: 12/2024,,,,
LOCALIDADE: 0300 - PORTO VELHO,,,,
"ENCARGOS SOCIAIS (%) HORISTA 110,56  MENSALISTA  66,01",,,,
,,,,
CODIGO  ,DESCRICAO DO INSUMO,UNIDADE DE MEDIDA,ORIGEM DO PRECO,PRECO MEDIANO R$
39125,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO D, COM 3/8"" E PARAFUSO DE FIXACAO                                                                                                                                                                                                                                                                                                                                                                                                                  ",UN    ,CR,"2,85"
39134,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO D, COM 3"" E CUNHA DE FIXACAO                                                                                                                                                                                                                                                                                                                                                                                                                       ",UN    ,CR,"9,53"
398,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO D, COM 3"" E PARAFUSO DE FIXACAO                                                                                                                                                                                                                                                                                                                                                                                                                    ",UN    ,CR,"8,78"
39126,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO D, COM 4"" E CUNHA DE FIXACAO                                                                                                                                                                                                                                                                                                                                                                                                                       ",UN    ,CR,"12,86"
399,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO D, COM 4"" E PARAFUSO DE FIXACAO                                                                                                                                                                                                                                                                                                                                                                                                                    ",UN    ,CR,"11,33"
39158,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO ECONOMICA (GOTA), COM 8""                                                                                                                                                                                                                                                                                                                                                                                                                           ",UN    ,CR,"30,43"
39141,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO U SIMPLES, COM 1 1/2""                                                                                                                                                                                                                                                                                                                                                                                                                              ",UN    ,CR,"2,21"
39140,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO U SIMPLES, COM 1 1/4""                                                                                                                                                                                                                                                                                                                                                                                                                              ",UN    ,CR,"2,00"
39137,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO U SIMPLES, COM 1/2""                                                                                                                                                                                                                                                                                                                                                                                                                                ",UN    ,CR,"1,15"
39139,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO U SIMPLES, COM 1""                                                                                                                                                                                                                                                                                                                                                                                                                                  ",UN    ,CR,"1,66"
39143,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO U SIMPLES, COM 2 1/2""                                                                                                                                                                                                                                                                                                                                                                                                                              ",UN    ,CR,"4,56"
39142,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO U SIMPLES, COM 2""                                                                                                                                                                                                                                                                                                                                                                                                                                  ",UN    ,CR,"3,26"
39138,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO U SIMPLES, COM 3/4""                                                                                                                                                                                                                                                                                                                                                                                                                                ",UN    ,CR,"1,22"
39136,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO U SIMPLES, COM 3/8""                                                                                                                                                                                                                                                                                                                                                                                                                                ",UN    ,CR,"0,81"
39144,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO U SIMPLES, COM 3""                                                                                                                                                                                                                                                                                                                                                                                                                                  ",UN    ,CR,"5,31"
39145,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO U SIMPLES, COM 4""                                                                                                                                                                                                                                                                                                                                                                                                                                  ",UN    ,CR,"8,74"
12615,"ABRACADEIRA PVC, PARA CALHA PLUVIAL, DIAMETRO ENTRE *80 E 100* MM, PARA DRENAGEM PLUVIAL PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                          ",UN    ,CR,"13,05"
11927,"ABRACADEIRA, GALVANIZADA/ZINCADA, ROSCA SEM FIM, PARAFUSO INOX, LARGURA FITA *12,6 A *14 MM, D = 2"" A 2 1/2""                                                                                                                                                                                                                                                                                                                                                                                              ",UN    ,CR,"8,95"
11928,"ABRACADEIRA, GALVANIZADA/ZINCADA, ROSCA SEM FIM, PARAFUSO INOX, LARGURA FITA *12,6 A *14 MM, D = 3"" A 3 3/4""                                                                                                                                                                                                                                                                                                                                                                                              ",UN    ,CR,"10,26"
11929,"ABRACADEIRA, GALVANIZADA/ZINCADA, ROSCA SEM FIM, PARAFUSO INOX, LARGURA FITA *12,6 A *14 MM, D = 4"" A 4 3/4""                                                                                                                                                                                                                                                                                                                                                                                              ",UN    ,CR,"15,86"
36801,"ACABAMENTO DE METAL CROMADO PARA REGISTRO PEQUENO, DE PAREDE, 1/2"" OU 3/4""                                                                                                                                                                                                                                                                                                                                                                                                                                ",UN    ,CR,"39,89"
36246,"ACABAMENTO SIMPLES/CONVENCIONAL PARA FORRO PVC, TIPO ""U"" OU ""C"", COR BRANCA, COMPRIMENTO 6 M                                                                                                                                                                                                                                                                                                                                                                                                              ",M     ,CR,"4,63"
37600,"ACESSORIO DE LIGACAO NAO ELETRICO PARA CARGAS EXPLOSIVAS, TUBO DE 6 M                                                                                                                                                                                                                                                                                                                                                                                                                                     ",UN    ,AS,"99,44"
37599,"ACESSORIO INICIADOR NAO ELETRICO, TUBO DE 6 M, TEMPO DE RETARDO DE *160* MS                                                                                                                                                                                                                                                                                                                                                                                                                               ",UN    ,AS,"92,56"
1,ACETILENO (RECARGA DE GAS ACETILENO PARA CILINDRO DE CONJUNTO OXICORTE GRANDE) NAO INCLUI TROCA/MANUTENCAO DO CILINDRO                                                                                                                                                                                                                                                                                                                                                                                    ,KG    ,AS,"95,00"
3,"ACIDO CLORIDRICO / ACIDO MURIATICO, DILUICAO 10% A 12% PARA USO EM LIMPEZA                                                                                                                                                                                                                                                                                                                                                                                                                                ",L     ,CR,"17,16"
43054,"ACO CA-25, 10,0 MM, OU 12,5 MM, OU 16,0 MM, OU 20,0 MM, OU 25,0 MM, VERGALHAO                                                                                                                                                                                                                                                                                                                                                                                                                             ",KG    ,CR,"11,76"
42402,"ACO CA-25, 16,0 MM, BARRA DE TRANSFERENCIA                                                                                                                                                                                                                                                                                                                                                                                                                                                                ",KG    ,CR,"11,24"
42403,"ACO CA-25, 20,0 MM, BARRA DE TRANSFERENCIA                                                                                                                                                                                                                                                                                                                                                                                                                                                                ",KG    ,CR,"14,42"
42404,"ACO CA-25, 25,0 MM, BARRA DE TRANSFERENCIA                                                                                                                                                                                                                                                                                                                                                                                                                                                                ",KG    ,CR,"14,34"
42405,"ACO CA-25, 32,0 MM, BARRA DE TRANSFERENCIA                                                                                                                                                                                                                                                                                                                                                                                                                                                                ",KG    ,CR,"15,27"
34341,"ACO CA-25, 32,0 MM, VERGALHAO                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ",KG    ,CR,"13,25"
43053,"ACO CA-25, 6,3 MM OU 8,0 MM, VERGALHAO                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ",KG    ,CR,"10,50"
43058,"ACO CA-50, 10,0 MM, OU 12,5 MM, OU 16,0 MM, OU 20,0 MM, DOBRADO E CORTADO                                                                                                                                                                                                                                                                                                                                                                                                                                 ",KG    ,CR,"10,89"
34,"ACO CA-50, 10,0 MM, VERGALHAO                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ",KG    ,CR,"10,94"
43055,"ACO CA-50, 12,5 MM OU 16,0 MM, VERGALHAO                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ",KG    ,C ,"9,48"
43056,"ACO CA-50, 20,0 MM OU 25,0 MM, VERGALHAO                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ",KG    ,CR,"10,93"
43057,"ACO CA-50, 32,0 MM, VERGALHAO                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ",KG    ,CR,"12,01"
34449,"ACO CA-50, 6,3 MM, DOBRADO E CORTADO                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ",KG    ,CR,"12,84"
32,"ACO CA-50, 6,3 MM, VERGALHAO                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ",KG    ,CR,"11,54"
33,"ACO CA-50, 8,0 MM, VERGALHAO                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ",KG    ,CR,"11,61"
43061,"ACO CA-60, 4,2 MM OU 5,0 MM, DOBRADO E CORTADO                                                                                                                                                                                                                                                                                                                                                                                                                                                            ",KG    ,CR,"10,85"
43059,"ACO CA-60, 4,2 MM, OU 5,0 MM, OU 6,0 MM, OU 7,0 MM, VERGALHAO                                                                                                                                                                                                                                                                                                                                                                                                                                             ",KG    ,CR,"10,36"
43062,"ACO CA-60, 6,0 MM OU 7,0 MM, DOBRADO E CORTADO                                                                                                                                                                                                                                                                                                                                                                                                                                                            ",KG    ,CR,"11,48"
43060,"ACO CA-60, 8,0 MM OU 9,5 MM, VERGALHAO                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ",KG    ,CR,"9,02"
40410,"ACOPLAMENTO RIGIDO EM FERRO FUNDIDO PARA SISTEMA DE TUBULACAO RANHURADA, DN 50 MM (2"")                                                                                                                                                                                                                                                                                                                                                                                                                    ",UN    ,AS,"22,27"
40411,"ACOPLAMENTO RIGIDO EM FERRO FUNDIDO PARA SISTEMA DE TUBULACAO RANHURADA, DN 65 MM (2 1/2"")                                                                                                                                                                                                                                                                                                                                                                                                                ",UN    ,AS,"24,17"
40412,"ACOPLAMENTO RIGIDO EM FERRO FUNDIDO PARA SISTEMA DE TUBULACAO RANHURADA, DN 80 MM (3"")                                                                                                                                                                                                                                                                                                                                                                                                                    ",UN    ,AS,"27,12"
44254,"ADAPTADOR CPVC, ROSCAVEL, COM FLANGES E ANEL DE VEDACAO, 15 MM, CAIXA D'AGUA PARA AGUA QUENTE                                                                                                                                                                                                                                                                                                                                                                                                             ",UN    ,CR,"34,12"
44255,"ADAPTADOR CPVC, ROSCAVEL, COM FLANGES E ANEL DE VEDACAO, 22 MM, CAIXA D'AGUA PARA AGUA QUENTE                                                                                                                                                                                                                                                                                                                                                                                                             ",UN    ,CR,"37,82"
44256,"ADAPTADOR CPVC, ROSCAVEL, COM FLANGES E ANEL DE VEDACAO, 28 MM, CAIXA D'AGUA PARA AGUA QUENTE                                                                                                                                                                                                                                                                                                                                                                                                             ",UN    ,CR,"42,72"
44257,"ADAPTADOR CPVC, ROSCAVEL, COM FLANGES E ANEL DE VEDACAO, 35 MM, CAIXA D'AGUA PARA AGUA QUENTE                                                                                                                                                                                                                                                                                                                                                                                                             ",UN    ,CR,"67,58"
44258,"ADAPTADOR CPVC, ROSCAVEL, COM FLANGES E ANEL DE VEDACAO, 42 MM, CAIXA D'AGUA PARA AGUA QUENTE                                                                                                                                                                                                                                                                                                                                                                                                             ",UN    ,CR,"77,24"
44259,"ADAPTADOR CPVC, ROSCAVEL, COM FLANGES E ANEL DE VEDACAO, 54 MM, CAIXA D'AGUA PARA AGUA QUENTE                                                                                                                                                                                                                                                                                                                                                                                                             ",UN    ,CR,"106,01"
37997,"ADAPTADOR CPVC, SOLDAVEL, 15 MM, PARA AGUA QUENTE                                                                                                                                                                                                                                                                                                                                                                                                                                                         ",UN    ,CR,"20,33"
37998,"ADAPTADOR CPVC, SOLDAVEL, 22 MM, PARA AGUA QUENTE                                                                                                                                                                                                                                                                                                                                                                                                                                                         ",UN    ,CR,"27,21"
55,"ADAPTADOR DE COMPRESSAO EM POLIPROPILENO (PP), PARA TUBO EM PEAD, 20 MM X 1/2"", PARA LIGACAO PREDIAL DE AGUA (NTS 179)                                                                                                                                                                                                                                                                                                                                                                                    ",UN    ,AS,"4,17"
61,"ADAPTADOR DE COMPRESSAO EM POLIPROPILENO (PP), PARA TUBO EM PEAD, 20 MM X 3/4"", PARA LIGACAO PREDIAL DE AGUA (NTS 179)                                                                                                                                                                                                                                                                                                                                                                                    ",UN    ,AS,"3,94"
62,"ADAPTADOR DE COMPRESSAO EM POLIPROPILENO (PP), PARA TUBO EM PEAD, 32 MM X 1"", PARA LIGACAO PREDIAL DE AGUA (NTS 179)                                                                                                                                                                                                                                                                                                                                                                                      ",UN    ,AS,"8,17"
10899,"ADAPTADOR EM LATAO, ENGATE RAPIDO 2 1/2"" X ROSCA INTERNA 5 FIOS 2 1/2"", PARA INSTALACAO PREDIAL DE COMBATE A INCENDIO                                                                                                                                                                                                                                                                                                                                                                                     ",UN    ,CR,"48,09"
10900,"ADAPTADOR EM LATAO, ENGATE RAPIDO1 1/2"" X ROSCA INTERNA 5 FIOS 2 1/2"", PARA INSTALACAO PREDIAL DE COMBATE A INCENDIO                                                                                                                                                                                                                                                                                                                                                                                      ",UN    ,CR,"37,64"
47,"ADAPTADOR PVC PBA, BOLSA/ROSCA, JE, DN 100 / DE 110 MM                                                                                                                                                                                                                                                                                                                                                                                                                                                    ",UN    ,CR,"70,66"
48,"ADAPTADOR PVC PBA, BOLSA/ROSCA, JE, DN 50 / DE 60 MM                                                                                                                                                                                                                                                                                                                                                                                                                                                      ",UN    ,CR,"18,43"
46,"ADAPTADOR PVC PBA, BOLSA/ROSCA, JE, DN 75 / DE 85 MM                                                                                                                                                                                                                                                                                                                                                                                                                                                      ",UN    ,CR,"41,32"
52,"ADAPTADOR PVC PBA, PONTA/ROSCA, JE, DN 50 / DE 60 MM                                                                                                                                                                                                                                                                                                                                                                                                                                                      ",UN    ,CR,"14,00"
43,"ADAPTADOR PVC PBA, PONTA/ROSCA, JE, DN 75 / DE 85 MM                                                                                                                                                                                                                                                                                                                                                                                                                                                      ",UN    ,CR,"47,26"
