        PRECOS DE INSUMOS - BANCO NACIONAL,,,,
,,,,
MES DE COLETA: 12/2024,,,,
LOCALIDADE: 2810 - RIO DE JANEIRO,,,,
"ENCARGOS SOCIAIS DESONERADOS (%) HORISTA  84,99  MENSALISTA  47,31",,,,
,,,,
CODIGO  ,DESCRICAO DO INSUMO,UNIDADE DE MEDIDA,ORIGEM DO PRECO,PRECO MEDIANO R$
39127,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO D, COM 1/2"" E CUNHA DE FIXACAO                                                                                                                                                                                                                                                                                                                                                                                                                     ",UN    ,CR,"2,28"
392,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO D, COM 1/2"" E PARAFUSO DE FIXACAO                                                                                                                                                                                                                                                                                                                                                                                                                  ",UN    ,CR,"2,34"
39129,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO D, COM 1"" E CUNHA DE FIXACAO                                                                                                                                                                                                                                                                                                                                                                                                                       ",UN    ,CR,"2,67"
393,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO D, COM 1"" E PARAFUSO DE FIXACAO                                                                                                                                                                                                                                                                                                                                                                                                                    ",UN    ,C ,"2,79"
39133,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO D, COM 2 1/2"" E CUNHA DE FIXACAO                                                                                                                                                                                                                                                                                                                                                                                                                   ",UN    ,CR,"6,23"
397,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO D, COM 2 1/2"" E PARAFUSO DE FIXACAO                                                                                                                                                                                                                                                                                                                                                                                                                ",UN    ,CR,"6,88"
39132,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO D, COM 2"" E CUNHA DE FIXACAO                                                                                                                                                                                                                                                                                                                                                                                                                       ",UN    ,CR,"4,98"
396,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO D, COM 2"" E PARAFUSO DE FIXACAO                                                                                                                                                                                                                                                                                                                                                                                                                    ",UN    ,CR,"5,34"
39135,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO D, COM 3 1/2"" E CUNHA DE FIXACAO                                                                                                                                                                                                                                                                                                                                                                                                                   ",UN    ,CR,"9,97"
39128,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO D, COM 3/4"" E CUNHA DE FIXACAO                                                                                                                                                                                                                                                                                                                                                                                                                     ",UN    ,CR,"2,49"
400,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO D, COM 3/4"" E PARAFUSO DE FIXACAO                                                                                                                                                                                                                                                                                                                                                                                                                  ",UN    ,CR,"2,43"
39125,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO D, COM 3/8"" E PARAFUSO DE FIXACAO                                                                                                                                                                                                                                                                                                                                                                                                                  ",UN    ,CR,"2,49"
39134,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO D, COM 3"" E CUNHA DE FIXACAO                                                                                                                                                                                                                                                                                                                                                                                                                       ",UN    ,CR,"8,31"
398,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO D, COM 3"" E PARAFUSO DE FIXACAO                                                                                                                                                                                                                                                                                                                                                                                                                    ",UN    ,CR,"7,65"
39126,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO D, COM 4"" E CUNHA DE FIXACAO                                                                                                                                                                                                                                                                                                                                                                                                                       ",UN    ,CR,"11,21"
399,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO D, COM 4"" E PARAFUSO DE FIXACAO                                                                                                                                                                                                                                                                                                                                                                                                                    ",UN    ,CR,"9,88"
39158,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO ECONOMICA (GOTA), COM 8""                                                                                                                                                                                                                                                                                                                                                                                                                           ",UN    ,CR,"26,53"
39141,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO U SIMPLES, COM 1 1/2""                                                                                                                                                                                                                                                                                                                                                                                                                              ",UN    ,CR,"1,92"
39140,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO U SIMPLES, COM 1 1/4""                                                                                                                                                                                                                                                                                                                                                                                                                              ",UN    ,CR,"1,75"
39137,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO U SIMPLES, COM 1/2""                                                                                                                                                                                                                                                                                                                                                                                                                                ",UN    ,CR,"1,00"
39139,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO U SIMPLES, COM 1""                                                                                                                                                                                                                                                                                                                                                                                                                                  ",UN    ,CR,"1,45"
39143,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO U SIMPLES, COM 2 1/2""                                                                                                                                                                                                                                                                                                                                                                                                                              ",UN    ,CR,"3,97"
39142,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO U SIMPLES, COM 2""                                                                                                                                                                                                                                                                                                                                                                                                                                  ",UN    ,CR,"2,84"
39138,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO U SIMPLES, COM 3/4""                                                                                                                                                                                                                                                                                                                                                                                                                                ",UN    ,CR,"1,06"
39136,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO U SIMPLES, COM 3/8""                                                                                                                                                                                                                                                                                                                                                                                                                                ",UN    ,CR,"0,71"
39144,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO U SIMPLES, COM 3""                                                                                                                                                                                                                                                                                                                                                                                                                                  ",UN    ,CR,"4,63"
39145,"ABRACADEIRA EM ACO PARA AMARRACAO DE ELETRODUTOS, TIPO U SIMPLES, COM 4""                                                                                                                                                                                                                                                                                                                                                                                                                                  ",UN    ,CR,"7,62"
12615,"ABRACADEIRA PVC, PARA CALHA PLUVIAL, DIAMETRO ENTRE *80 E 100* MM, PARA DRENAGEM PLUVIAL PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                          ",UN    ,CR,"13,57"
11927,"ABRACADEIRA, GALVANIZADA/ZINCADA, ROSCA SEM FIM, PARAFUSO INOX, LARGURA FITA *12,6 A *14 MM, D = 2"" A 2 1/2""                                                                                                                                                                                                                                                                                                                                                                                              ",UN    ,CR,"9,67"
11928,"ABRACADEIRA, GALVANIZADA/ZINCADA, ROSCA SEM FIM, PARAFUSO INOX, LARGURA FITA *12,6 A *14 MM, D = 3"" A 3 3/4""                                                                                                                                                                                                                                                                                                                                                                                              ",UN    ,CR,"11,08"
11929,"ABRACADEIRA, GALVANIZADA/ZINCADA, ROSCA SEM FIM, PARAFUSO INOX, LARGURA FITA *12,6 A *14 MM, D = 4"" A 4 3/4""                                                                                                                                                                                                                                                                                                                                                                                              ",UN    ,CR,"17,13"
36801,"ACABAMENTO DE METAL CROMADO PARA REGISTRO PEQUENO, DE PAREDE, 1/2"" OU 3/4""                                                                                                                                                                                                                                                                                                                                                                                                                                ",UN    ,CR,"33,09"
36246,"ACABAMENTO SIMPLES/CONVENCIONAL PARA FORRO PVC, TIPO ""U"" OU ""C"", COR BRANCA, COMPRIMENTO 6 M                                                                                                                                                                                                                                                                                                                                                                                                              ",M     ,CR,"5,56"
37600,"ACESSORIO DE LIGACAO NAO ELETRICO PARA CARGAS EXPLOSIVAS, TUBO DE 6 M                                                                                                                                                                                                                                                                                                                                                                                                                                     ",UN    ,AS,"99,44"
37599,"ACESSORIO INICIADOR NAO ELETRICO, TUBO DE 6 M, TEMPO DE RETARDO DE *160* MS                                                                                                                                                                                                                                                                                                                                                                                                                               ",UN    ,AS,"92,56"
1,ACETILENO (RECARGA DE GAS ACETILENO PARA CILINDRO DE CONJUNTO OXICORTE GRANDE) NAO INCLUI TROCA/MANUTENCAO DO CILINDRO                                                                                                                                                                                                                                                                                                                                                                                    ,KG    ,C ,"89,00"
3,"ACIDO CLORIDRICO / ACIDO MURIATICO, DILUICAO 10% A 12% PARA USO EM LIMPEZA                                                                                                                                                                                                                                                                                                                                                                                                                                ",L     ,CR,"17,64"
43054,"ACO CA-25, 10,0 MM, OU 12,5 MM, OU 16,0 MM, OU 20,0 MM, OU 25,0 MM, VERGALHAO                                                                                                                                                                                                                                                                                                                                                                                                                             ",KG    ,CR,"9,25"
42402,"ACO CA-25, 16,0 MM, BARRA DE TRANSFERENCIA                                                                                                                                                                                                                                                                                                                                                                                                                                                                ",KG    ,CR,"8,84"
42403,"ACO CA-25, 20,0 MM, BARRA DE TRANSFERENCIA                                                                                                                                                                                                                                                                                                                                                                                                                                                                ",KG    ,CR,"11,34"
42404,"ACO CA-25, 25,0 MM, BARRA DE TRANSFERENCIA                                                                                                                                                                                                                                                                                                                                                                                                                                                                ",KG    ,CR,"11,28"
42405,"ACO CA-25, 32,0 MM, BARRA DE TRANSFERENCIA                                                                                                                                                                                                                                                                                                                                                                                                                                                                ",KG    ,CR,"12,02"
34341,"ACO CA-25, 32,0 MM, VERGALHAO                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ",KG    ,CR,"10,43"
43053,"ACO CA-25, 6,3 MM OU 8,0 MM, VERGALHAO                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ",KG    ,CR,"8,26"
43058,"ACO CA-50, 10,0 MM, OU 12,5 MM, OU 16,0 MM, OU 20,0 MM, DOBRADO E CORTADO                                                                                                                                                                                                                                                                                                                                                                                                                                 ",KG    ,CR,"8,57"
34,"ACO CA-50, 10,0 MM, VERGALHAO                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ",KG    ,CR,"8,61"
43055,"ACO CA-50, 12,5 MM OU 16,0 MM, VERGALHAO                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ",KG    ,C ,"7,46"
43056,"ACO CA-50, 20,0 MM OU 25,0 MM, VERGALHAO                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ",KG    ,CR,"8,60"
43057,"ACO CA-50, 32,0 MM, VERGALHAO                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ",KG    ,CR,"9,45"
34449,"ACO CA-50, 6,3 MM, DOBRADO E CORTADO                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ",KG    ,CR,"10,10"
32,"ACO CA-50, 6,3 MM, VERGALHAO                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ",KG    ,CR,"9,08"
33,"ACO CA-50, 8,0 MM, VERGALHAO                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ",KG    ,CR,"9,14"
43061,"ACO CA-60, 4,2 MM OU 5,0 MM, DOBRADO E CORTADO                                                                                                                                                                                                                                                                                                                                                                                                                                                            ",KG    ,CR,"8,54"
43059,"ACO CA-60, 4,2 MM, OU 5,0 MM, OU 6,0 MM, OU 7,0 MM, VERGALHAO                                                                                                                                                                                                                                                                                                                                                                                                                                             ",KG    ,CR,"8,15"
43062,"ACO CA-60, 6,0 MM OU 7,0 MM, DOBRADO E CORTADO                                                                                                                                                                                                                                                                                                                                                                                                                                                            ",KG    ,CR,"9,03"
43060,"ACO CA-60, 8,0 MM OU 9,5 MM, VERGALHAO                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ",KG    ,CR,"7,10"
40410,"ACOPLAMENTO RIGIDO EM FERRO FUNDIDO PARA SISTEMA DE TUBULACAO RANHURADA, DN 50 MM (2"")                                                                                                                                                                                                                                                                                                                                                                                                                    ",UN    ,AS,"22,27"
40411,"ACOPLAMENTO RIGIDO EM FERRO FUNDIDO PARA SISTEMA DE TUBULACAO RANHURADA, DN 65 MM (2 1/2"")                                                                                                                                                                                                                                                                                                                                                                                                                ",UN    ,AS,"24,17"
40412,"ACOPLAMENTO RIGIDO EM FERRO FUNDIDO PARA SISTEMA DE TUBULACAO RANHURADA, DN 80 MM (3"")                                                                                                                                                                                                                                                                                                                                                                                                                    ",UN    ,AS,"27,12"
44254,"ADAPTADOR CPVC, ROSCAVEL, COM FLANGES E ANEL DE VEDACAO, 15 MM, CAIXA D'AGUA PARA AGUA QUENTE                                                                                                                                                                                                                                                                                                                                                                                                             ",UN    ,CR,"29,72"
44255,"ADAPTADOR CPVC, ROSCAVEL, COM FLANGES E ANEL DE VEDACAO, 22 MM, CAIXA D'AGUA PARA AGUA QUENTE                                                                                                                                                                                                                                                                                                                                                                                                             ",UN    ,CR,"32,95"
44256,"ADAPTADOR CPVC, ROSCAVEL, COM FLANGES E ANEL DE VEDACAO, 28 MM, CAIXA D'AGUA PARA AGUA QUENTE                                                                                                                                                                                                                                                                                                                                                                                                             ",UN    ,CR,"37,21"
44257,"ADAPTADOR CPVC, ROSCAVEL, COM FLANGES E ANEL DE VEDACAO, 35 MM, CAIXA D'AGUA PARA AGUA QUENTE                                                                                                                                                                                                                                                                                                                                                                                                             ",UN    ,CR,"58,87"
44258,"ADAPTADOR CPVC, ROSCAVEL, COM FLANGES E ANEL DE VEDACAO, 42 MM, CAIXA D'AGUA PARA AGUA QUENTE                                                                                                                                                                                                                                                                                                                                                                                                             ",UN    ,CR,"67,28"
44259,"ADAPTADOR CPVC, ROSCAVEL, COM FLANGES E ANEL DE VEDACAO, 54 MM, CAIXA D'AGUA PARA AGUA QUENTE                                                                                                                                                                                                                                                                                                                                                                                                             ",UN    ,CR,"92,35"
37997,"ADAPTADOR CPVC, SOLDAVEL, 15 MM, PARA AGUA QUENTE                                                                                                                                                                                                                                                                                                                                                                                                                                                         ",UN    ,CR,"17,71"
37998,"ADAPTADOR CPVC, SOLDAVEL, 22 MM, PARA AGUA QUENTE                                                                                                                                                                                                                                                                                                                                                                                                                                                         ",UN    ,CR,"23,71"
55,"ADAPTADOR DE COMPRESSAO EM POLIPROPILENO (PP), PARA TUBO EM PEAD, 20 MM X 1/2"", PARA LIGACAO PREDIAL DE AGUA (NTS 179)                                                                                                                                                                                                                                                                                                                                                                                    ",UN    ,AS,"4,17"
61,"ADAPTADOR DE COMPRESSAO EM POLIPROPILENO (PP), PARA TUBO EM PEAD, 20 MM X 3/4"", PARA LIGACAO PREDIAL DE AGUA (NTS 179)                                                                                                                                                                                                                                                                                                                                                                                    ",UN    ,AS,"3,94"
62,"ADAPTADOR DE COMPRESSAO EM POLIPROPILENO (PP), PARA TUBO EM PEAD, 32 MM X 1"", PARA LIGACAO PREDIAL DE AGUA (NTS 179)                                                                                                                                                                                                                                                                                                                                                                                      ",UN    ,AS,"8,17"
10899,"ADAPTADOR EM LATAO, ENGATE RAPIDO 2 1/2"" X ROSCA INTERNA 5 FIOS 2 1/2"", PARA INSTALACAO PREDIAL DE COMBATE A INCENDIO                                                                                                                                                                                                                                                                                                                                                                                     ",UN    ,CR,"100,32"
10900,"ADAPTADOR EM LATAO, ENGATE RAPIDO1 1/2"" X ROSCA INTERNA 5 FIOS 2 1/2"", PARA INSTALACAO PREDIAL DE COMBATE A INCENDIO                                                                                                                                                                                                                                                                                                                                                                                      ",UN    ,CR,"78,51"
47,"ADAPTADOR PVC PBA, BOLSA/ROSCA, JE, DN 100 / DE 110 MM                                                                                                                                                                                                                                                                                                                                                                                                                                                    ",UN    ,AS,"80,25"
48,"ADAPTADOR PVC PBA, BOLSA/ROSCA, JE, DN 50 / DE 60 MM                                                                                                                                                                                                                                                                                                                                                                                                                                                      ",UN    ,AS,"20,93"
46,"ADAPTADOR PVC PBA, BOLSA/ROSCA, JE, DN 75 / DE 85 MM                                                                                                                                                                                                                                                                                                                                                                                                                                                      ",UN    ,AS,"46,93"
52,"ADAPTADOR PVC PBA, PONTA/ROSCA, JE, DN 50 / DE 60 MM                                                                                                                                                                                                                                                                                                                                                                                                                                                      ",UN    ,AS,"15,90"
43,"ADAPTADOR PVC PBA, PONTA/ROSCA, JE, DN 75 / DE 85 MM                                                                                                                                                                                                                                                                                                                                                                                                                                                      ",UN    ,AS,"53,67"
